Player,Team,YearSigned,Years,,Value,APY,Guaranteed,,APY as % OfCap At Signing,,InflatedValue,InflatedAPY,InflatedGuaranteed
Tank Carradine,Raiders,2018,1,,"$1,250,000","$1,250,000","$1,150,000",,0.7%,,"$2,124,718","$2,124,718","$1,954,740"
Jihad Ward,Vikings,2024,1,,"$1,790,000","$1,790,000","$1,000,000",,0.7%,,"$2,110,995","$2,110,995","$1,179,327"
Jason Babin,Ravens,2015,1,,"$1,000,000","$1,000,000","$30,000",,0.7%,,"$2,102,178","$2,102,178","$63,065"
Lorenzo Alexander,Commanders,2010,3,,"$2,700,000","$900,000","$200,000",,0.7%,,"$6,304,186","$2,101,395","$466,977"
Nik Bonitto,Broncos,2022,4,,"$5,801,888","$1,450,472","$3,073,278",,0.7%,,"$8,393,509","$2,098,377","$4,446,068"
Carlos Dunlap,Bengals,2010,4,,"$3,569,800","$892,450","$1,779,800",,0.7%,,"$8,335,068","$2,083,767","$4,155,626"
Jason Jones,Titans,2008,4,,"$3,210,000","$802,500","$1,505,000",,0.7%,,"$8,334,931","$2,083,733","$3,907,810"
Will Smith,Patriots,2014,1,,"$920,000","$920,000",$0,,0.7%,,"$2,083,489","$2,083,489",$0
Kentavius Street,Falcons,2024,1,,"$1,765,000","$1,765,000","$300,000",,0.7%,,"$2,081,511","$2,081,511","$353,798"
Rob Ninkovich,Patriots,2009,2,,"$1,700,000","$850,000","$350,000",,0.7%,,"$4,162,927","$2,081,463","$857,073"
Courtney Upshaw,Falcons,2017,1,,"$1,150,000","$1,150,000","$125,000",,0.7%,,"$2,074,132","$2,074,132","$225,449"
Joshua Uche,Eagles,2025,1,,"$1,920,000","$1,920,000","$1,250,000",,0.7%,,"$2,071,289","$2,071,289","$1,348,496"
Titus Leo,Titans,2024,1,,"$1,755,000","$1,755,000",$0,,0.7%,,"$2,069,718","$2,069,718",$0
Barkevious Mingo,Falcons,2021,1,,"$1,250,000","$1,250,000","$1,100,000",,0.7%,,"$2,063,014","$2,063,014","$1,815,452"
Malcolm Koonce,Raiders,2021,4,,"$4,997,960","$1,249,490","$994,880",,0.7%,,"$8,248,688","$2,062,172","$1,641,961"
Markus Golden,Cardinals,2015,4,,"$3,918,332","$979,583","$1,569,525",,0.7%,,"$8,237,030","$2,059,257","$3,299,420"
Joshua Uche,Patriots,2020,4,,"$5,389,336","$1,347,334","$2,944,486",,0.7%,,"$8,190,050","$2,047,513","$4,474,668"
Jason Babin,Cardinals,2015,1,,"$970,000","$970,000",$0,,0.7%,,"$2,039,112","$2,039,112",$0
Dwight Freeney,Cardinals,2015,1,,"$970,000","$970,000",$0,,0.7%,,"$2,039,112","$2,039,112",$0
Chauncey Golston,Cowboys,2021,4,,"$4,916,586","$1,229,147","$935,700",,0.7%,,"$8,114,387","$2,028,598","$1,544,290"
Joey Porter,Steelers,1999,3,,"$1,155,000","$385,000","$405,000",,0.7%,,"$6,072,581","$2,024,194","$2,129,346"
Marshawn Kneeland,Cowboys,2024,4,,"$6,832,646","$1,708,162","$4,011,379",,0.7%,,"$8,057,921","$2,014,481","$4,730,726"
Mike Neal,Packers,2010,4,,"$3,446,500","$861,625","$1,651,500",,0.7%,,"$8,047,177","$2,011,794","$3,856,060"
Jihad Ward,Giants,2023,1,,"$1,500,000","$1,500,000","$500,000",,0.7%,,"$2,009,786","$2,009,786","$669,929"
Patrick Jones II,Vikings,2021,4,,"$4,870,096","$1,217,524","$901,888",,0.7%,,"$8,037,660","$2,009,415","$1,488,486"
Kony Ealy,CAR/NE,2014,4,,"$3,546,832","$886,708","$1,249,512",,0.7%,,"$8,032,374","$2,008,094","$2,829,722"
Randy Gregory,Cowboys,2015,4,,"$3,814,936","$953,734","$1,404,500",,0.7%,,"$8,019,673","$2,004,918","$2,952,508"
Pernell McPhee,Ravens,2021,1,,"$1,212,500","$1,212,500","$450,000",,0.7%,,"$2,001,123","$2,001,123","$742,685"
Mike Green,Ravens,2025,4,,"$7,419,408","$1,854,852","$4,871,004",,0.7%,,"$8,004,032","$2,001,008","$5,254,822"
Chris Braswell,Buccaneers,2024,4,,"$6,785,196","$1,696,299","$3,885,353",,0.7%,,"$8,001,962","$2,000,490","$4,582,100"
Thomas Incoom,Panthers,2026,1,,"$2,000,000","$2,000,000","$1,100,000",,0.7%,,"$2,000,000","$2,000,000","$1,100,000"
Chris Rumph II,Saints,2026,1,,"$2,000,000","$2,000,000","$2,000,000",,0.7%,,"$2,000,000","$2,000,000","$2,000,000"
L.J. Collier,Cardinals,2026,1,,"$2,000,000","$2,000,000","$750,000",,0.7%,,"$2,000,000","$2,000,000","$750,000"
Anthony Spencer,Saints,2015,1,,"$950,000","$950,000","$230,000",,0.7%,,"$1,997,069","$1,997,069","$483,501"
Lamarr Woodley,Cardinals,2015,1,,"$950,000","$950,000","$40,000",,0.7%,,"$1,997,069","$1,997,069","$84,087"
Red Bryant,Bills,2015,1,,"$950,000","$950,000","$80,000",,0.7%,,"$1,997,069","$1,997,069","$168,174"
Paul Kruger,Ravens,2009,4,,"$3,250,000","$812,500","$1,500,000",,0.7%,,"$7,958,537","$1,989,634","$3,673,171"
Ryan Davis,Bills,2017,2,,"$2,200,000","$1,100,000","$100,000",,0.7%,,"$3,967,904","$1,983,952","$180,359"
Vinny Curry,Eagles,2020,1,,"$1,300,000","$1,300,000","$1,300,000",,0.7%,,"$1,975,580","$1,975,580","$1,975,580"
Frank Clark,Seahawks,2015,4,,"$3,732,226","$933,057","$1,210,844",,0.7%,,"$7,845,802","$1,961,451","$2,545,409"
Ronnie Perkins,Patriots,2021,4,,"$4,737,991","$1,184,498","$840,616",,0.6%,,"$7,819,632","$1,954,908","$1,387,362"
Jason Pierre-Paul,Ravens,2022,1,,"$1,350,000","$1,350,000","$1,150,000",,0.6%,,"$1,953,026","$1,953,026","$1,663,689"
Tanoh Kpassagnon,Chiefs,2017,4,,"$4,321,218","$1,080,305","$2,303,296",,0.6%,,"$7,793,718","$1,948,430","$4,154,208"
Dwight Freeney,Lions,2017,1,,"$1,080,000","$1,080,000",$0,,0.6%,,"$1,947,880","$1,947,880",$0
Darryl Tapp,Saints,2017,1,,"$1,080,000","$1,080,000","$60,000",,0.6%,,"$1,947,880","$1,947,880","$108,216"
Cory Redding,Lions,2003,3,,"$1,453,500","$484,500","$543,500",,0.6%,,"$5,836,711","$1,945,570","$2,182,492"
Larry English,Buccaneers,2015,1,,"$925,000","$925,000","$80,000",,0.6%,,"$1,944,514","$1,944,514","$168,174"
Chris Carter,Colts,2016,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,939,847","$1,939,847",$0
Cassius Marsh,Steelers,2021,1,,"$1,175,000","$1,175,000","$100,000",,0.6%,,"$1,939,233","$1,939,233","$165,041"
Baron Browning,DEN/ARI,2021,4,,"$4,675,775","$1,168,944","$840,616",,0.6%,,"$7,716,950","$1,929,238","$1,387,362"
Larry English,Buccaneers,2014,1,,"$850,000","$850,000",$0,,0.6%,,"$1,924,962","$1,924,962",$0
Shane Ray,Ravens,2019,1,,"$1,200,000","$1,200,000","$200,000",,0.6%,,"$1,920,510","$1,920,510","$320,085"
Alex Wright,Browns,2022,4,,"$5,293,574","$1,323,394","$1,029,872",,0.6%,,"$7,658,139","$1,914,535","$1,489,901"
Juqua Parker,Eagles,2005,1,,"$540,000","$540,000",$0,,0.6%,,"$1,902,316","$1,902,316",$0
DeAngelo Malone,Falcons,2022,4,,"$5,229,580","$1,307,395","$983,332",,0.6%,,"$7,565,560","$1,891,390","$1,422,573"
Bryan Braman,Eagles,2015,2,,"$1,795,000","$897,500","$300,000",,0.6%,,"$3,773,409","$1,886,704","$630,653"
Vinny Curry,Jets,2022,1,,"$1,300,000","$1,300,000","$800,000",,0.6%,,"$1,880,692","$1,880,692","$1,157,349"
Brian Robison,Vikings,2018,1,,"$1,105,000","$1,105,000",$0,,0.6%,,"$1,878,251","$1,878,251",$0
Julian Okwara,Lions,2020,4,,"$4,931,340","$1,232,835","$1,146,428",,0.6%,,"$7,494,044","$1,873,511","$1,742,200"
Kroy Biermann,Bills,2016,1,,"$965,000","$965,000","$80,000",,0.6%,,"$1,871,952","$1,871,952","$155,188"
Justin Tuck,Giants,2005,4,,"$2,122,000","$530,500","$737,000",,0.6%,,"$7,475,396","$1,868,849","$2,596,309"
Zach Harrison,Falcons,2023,4,,"$5,568,446","$1,392,112","$1,049,780",,0.6%,,"$7,460,925","$1,865,232","$1,406,556"
Ryan Anderson,Giants,2021,1,,"$1,127,500","$1,127,500","$137,500",,0.6%,,"$1,860,838","$1,860,838","$226,932"
Damontre Moore,Colts,2021,1,,"$1,127,500","$1,127,500","$10,000",,0.6%,,"$1,860,838","$1,860,838","$16,504"
Adam Gotsis,Jaguars,2021,1,,"$1,127,500","$1,127,500","$225,000",,0.6%,,"$1,860,838","$1,860,838","$371,342"
Aldon Smith,Seahawks,2021,1,,"$1,127,500","$1,127,500","$137,500",,0.6%,,"$1,860,838","$1,860,838","$226,932"
Steven Means,Falcons,2021,1,,"$1,127,500","$1,127,500","$300,000",,0.6%,,"$1,860,838","$1,860,838","$495,123"
Taco Charlton,Chiefs,2021,1,,"$1,127,500","$1,127,500","$137,500",,0.6%,,"$1,860,838","$1,860,838","$226,932"
Byron Young,Rams,2023,4,,"$5,555,238","$1,388,810","$1,040,172",,0.6%,,"$7,443,228","$1,860,808","$1,393,682"
Cameron Thomas,KC/ARI/CLE,2022,4,,"$5,144,340","$1,286,085","$921,336",,0.6%,,"$7,442,244","$1,860,561","$1,332,884"
Jason Jones,Saints,2017,1,,"$1,030,000","$1,030,000","$30,000",,0.6%,,"$1,857,701","$1,857,701","$54,108"
Tyquan Lewis,Colts,2018,4,,"$4,366,054","$1,091,514","$1,993,126",,0.6%,,"$7,421,306","$1,855,327","$3,387,864"
D.J. Johnson,Panthers,2023,4,,"$5,502,988","$1,375,747","$1,002,172",,0.6%,,"$7,373,221","$1,843,305","$1,342,768"
Darryl Tapp,Saints,2017,1,,"$1,020,000","$1,020,000",$0,,0.6%,,"$1,839,665","$1,839,665",$0
Malik Herring,Chiefs,2025,1,,"$1,700,000","$1,700,000","$800,000",,0.6%,,"$1,833,954","$1,833,954","$863,037"
YaYa Diaby,Buccaneers,2023,4,,"$5,465,412","$1,366,353","$974,844",,0.6%,,"$7,322,874","$1,830,719","$1,306,152"
Kentavius Street,Saints,2022,1,,"$1,265,000","$1,265,000","$300,000",,0.6%,,"$1,830,058","$1,830,058","$434,006"
Quentin Groves,Bills,2015,1,,"$870,000","$870,000",$0,,0.6%,,"$1,828,894","$1,828,894",$0
Myjai Sanders,ARI/HOU,2022,4,,"$5,044,904","$1,261,226","$849,020",,0.6%,,"$7,298,391","$1,824,598","$1,228,265"
Ashton Gillotte,Chiefs,2025,4,,"$6,744,624","$1,686,156","$1,545,180",,0.6%,,"$7,276,077","$1,819,019","$1,666,935"
Frankie Luvu,Panthers,2021,1,,"$1,100,000","$1,100,000","$180,000",,0.6%,,"$1,815,452","$1,815,452","$297,074"
Derek Rivers,Texans,2021,1,,"$1,100,000","$1,100,000","$100,000",,0.6%,,"$1,815,452","$1,815,452","$165,041"
Erik Walden,Packers,2012,1,,"$725,000","$725,000",$0,,0.6%,,"$1,810,697","$1,810,697",$0
Barkevious Mingo,Bears,2020,1,,"$1,187,500","$1,187,500","$887,500",,0.6%,,"$1,804,617","$1,804,617","$1,348,713"
Pernell McPhee,Ravens,2020,1,,"$1,187,500","$1,187,500","$137,500",,0.6%,,"$1,804,617","$1,804,617","$208,956"
Margus Hunt,Saints,2020,1,,"$1,187,500","$1,187,500","$137,500",,0.6%,,"$1,804,617","$1,804,617","$208,956"
Darryl Tapp,Buccaneers,2017,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,803,593","$1,803,593",$0
Dwight Freeney,Seahawks,2017,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,803,593","$1,803,593",$0
James Harrison,Patriots,2017,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,803,593","$1,803,593",$0
Juqua Parker,Eagles,2006,1,,"$610,000","$610,000","$25,000",,0.6%,,"$1,801,294","$1,801,294","$73,824"
C.J. Wilson,Raiders,2014,1,,"$795,000","$795,000","$65,000",,0.6%,,"$1,800,406","$1,800,406","$147,203"
Arthur Moats,Steelers,2014,1,,"$795,000","$795,000","$65,000",,0.6%,,"$1,800,406","$1,800,406","$147,203"
Marcus Smith,Seahawks,2017,1,,"$990,000","$990,000","$300,000",,0.6%,,"$1,785,557","$1,785,557","$541,078"
Landon Jackson,Bills,2025,4,,"$6,618,982","$1,654,746","$1,453,804",,0.6%,,"$7,140,535","$1,785,134","$1,568,359"
Olivier Vernon,Dolphins,2012,4,,"$2,848,080","$712,020","$638,080",,0.6%,,"$7,113,115","$1,778,279","$1,593,613"
Alex Okafor,Chiefs,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Chris Smith,Ravens,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Everson Griffen,Vikings,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Pernell McPhee,Ravens,2021,1,,"$1,075,000","$1,075,000","$312,500",,0.6%,,"$1,774,192","$1,774,192","$515,753"
Everson Griffen,Vikings,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Whitney Mercilus,Packers,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
John Simon,Titans,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Cassius Marsh,Bears,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Chris Smith,Texans,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
John Simon,Titans,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Damion Square,Raiders,2021,1,,"$1,075,000","$1,075,000",$0,,0.6%,,"$1,774,192","$1,774,192",$0
Jabari Zuniga,Jets,2020,4,,"$4,666,376","$1,166,594","$997,368",,0.6%,,"$7,091,385","$1,772,846","$1,515,677"
Frostee Rucker,Raiders,2018,1,,"$1,040,000","$1,040,000","$25,000",,0.6%,,"$1,767,765","$1,767,765","$42,494"
Shaq Lawson,Bills,2023,1,,"$1,317,500","$1,317,500","$452,500",,0.6%,,"$1,765,262","$1,765,262","$606,286"
Markus Golden,Steelers,2023,1,,"$1,317,500","$1,317,500","$152,500",,0.6%,,"$1,765,262","$1,765,262","$204,328"
Lamarr Houston,HOU/CHI,2017,1,,"$977,941","$977,941",$0,,0.6%,,"$1,763,807","$1,763,807",$0
Cameron Sample,Bengals,2021,4,,"$4,268,148","$1,067,037","$788,148",,0.6%,,"$7,044,198","$1,761,050","$1,300,768"
Benson Mayowa,Raiders,2019,1,,"$1,100,000","$1,100,000","$750,000",,0.6%,,"$1,760,468","$1,760,468","$1,200,319"
Isaiahh Loudermilk,Steelers,2025,1,,"$1,627,500","$1,627,500","$167,500",,0.6%,,"$1,755,741","$1,755,741","$180,698"
Princely Umanmielen,Panthers,2025,4,,"$6,500,542","$1,625,136","$1,367,668",,0.6%,,"$7,012,762","$1,753,191","$1,475,436"
Jordan Burch,Cardinals,2025,4,,"$6,489,476","$1,622,369","$1,359,620",,0.6%,,"$7,000,824","$1,750,206","$1,466,753"
Esezi Otomewo,Steelers,2026,1,,"$1,750,000","$1,750,000","$187,500",,0.6%,,"$1,750,000","$1,750,000","$187,500"
Steven Means,Eagles,2017,1,,"$970,000","$970,000","$690,000",,0.6%,,"$1,749,485","$1,749,485","$1,244,479"
Elerson Smith,Giants,2021,4,,"$4,238,288","$1,059,572","$758,288",,0.6%,,"$6,994,917","$1,748,729","$1,251,487"
Bralen Trice,Falcons,2024,4,,"$5,929,739","$1,482,435","$1,132,536",,0.6%,,"$6,993,099","$1,748,275","$1,335,630"
Wallace Gilberry,TB/CIN,2012,1,,"$700,000","$700,000",$0,,0.6%,,"$1,748,259","$1,748,259",$0
Chris Rumph II,Chargers,2021,4,,"$4,233,540","$1,058,385","$753,540",,0.6%,,"$6,987,081","$1,746,770","$1,243,651"
Carl Nassib,TB/CLE,2016,4,,"$3,598,862","$899,716","$889,752",,0.6%,,"$6,981,241","$1,745,311","$1,725,982"
Jordan Smith,Jaguars,2021,4,,"$4,219,588","$1,054,897","$739,588",,0.6%,,"$6,964,054","$1,741,014","$1,220,624"
Stephen Weatherly,Browns,2022,1,,"$1,200,000","$1,200,000","$650,000",,0.6%,,"$1,736,023","$1,736,023","$940,346"
Lorenzo Carter,Giants,2018,4,,"$4,083,482","$1,020,871","$1,049,804",,0.6%,,"$6,940,998","$1,735,250","$1,784,430"
Chad Thomas,Browns,2018,4,,"$4,082,294","$1,020,574","$1,048,940",,0.6%,,"$6,938,978","$1,734,745","$1,782,961"
Brandon Bair,Eagles,2015,1,,"$825,000","$825,000","$100,000",,0.6%,,"$1,734,296","$1,734,296","$210,218"
Sam Acho,Bears,2015,1,,"$825,000","$825,000","$80,000",,0.6%,,"$1,734,296","$1,734,296","$168,174"
Dawuane Smoot,Jaguars,2017,4,,"$3,846,263","$961,566","$964,160",,0.6%,,"$6,937,092","$1,734,274","$1,738,952"
Derek Rivers,Texans,2021,2,,"$2,100,000","$1,050,000","$100,000",,0.6%,,"$3,465,863","$1,732,932","$165,041"
Jonah Elliss,Broncos,2024,4,,"$5,870,714","$1,467,679","$1,089,608",,0.6%,,"$6,923,489","$1,730,873","$1,285,004"
Terrell Lewis,Rams,2020,4,,"$4,555,570","$1,138,893","$933,524",,0.6%,,"$6,922,995","$1,730,750","$1,418,655"
Kendall Langford,Dolphins,2018,1,,"$1,015,000","$1,015,000",$0,,0.6%,,"$1,725,271","$1,725,271",$0
Arden Key,49ers,2021,1,,"$1,045,000","$1,045,000","$125,000",,0.6%,,"$1,724,679","$1,724,679","$206,301"
Carl Nassib,Buccaneers,2022,1,,"$1,187,500","$1,187,500","$682,500",,0.6%,,"$1,717,939","$1,717,939","$987,363"
Olasunkanmi Adeniyi,Titans,2022,1,,"$1,187,500","$1,187,500","$502,500",,0.6%,,"$1,717,939","$1,717,939","$726,960"
Efe Obada,Commanders,2022,1,,"$1,187,500","$1,187,500","$352,500",,0.6%,,"$1,717,939","$1,717,939","$509,957"
Shaq Lawson,Bills,2022,1,,"$1,187,500","$1,187,500","$152,500",,0.6%,,"$1,717,939","$1,717,939","$220,620"
DeMarcus Walker,Titans,2022,1,,"$1,187,500","$1,187,500","$600,000",,0.6%,,"$1,717,939","$1,717,939","$868,012"
Kyler Fackrell,Raiders,2022,1,,"$1,187,500","$1,187,500","$633,500",,0.6%,,"$1,717,939","$1,717,939","$916,476"
Jihad Ward,Giants,2022,1,,"$1,187,500","$1,187,500","$337,500",,0.6%,,"$1,717,939","$1,717,939","$488,256"
Lorenzo Alexander,Bills,2016,1,,"$885,000","$885,000","$75,000",,0.6%,,"$1,716,764","$1,716,764","$145,489"
Wallace Gilberry,Bengals,2016,1,,"$885,000","$885,000",$0,,0.6%,,"$1,716,764","$1,716,764",$0
Kentavius Street,PHI/ATL,2023,1,,"$1,280,000","$1,280,000","$500,000",,0.6%,,"$1,715,018","$1,715,018","$669,929"
Damontre Moore,NYG/MIA,2013,4,,"$2,800,252","$700,063","$575,252",,0.6%,,"$6,857,202","$1,714,301","$1,408,666"
Anfernee Jennings,Patriots,2020,4,,"$4,503,929","$1,125,982","$903,180",,0.6%,,"$6,844,518","$1,711,129","$1,372,542"
Janarius Robinson,Vikings,2021,4,,"$4,145,400","$1,036,350","$665,400",,0.6%,,"$6,841,614","$1,710,403","$1,098,183"
Scott Crichton,BUF/MIN,2014,4,,"$3,020,500","$755,125","$656,324",,0.6%,,"$6,840,411","$1,710,103","$1,486,352"
Ricky Jean-Francois,Lions,2018,1,,"$1,005,000","$1,005,000",$0,,0.6%,,"$1,708,273","$1,708,273",$0
George Johnson,Saints,2018,1,,"$1,005,000","$1,005,000","$30,000",,0.6%,,"$1,708,273","$1,708,273","$50,993"
Rashad Weaver,Titans,2021,4,,"$4,139,664","$1,034,916","$659,664",,0.6%,,"$6,832,147","$1,708,037","$1,088,717"
Jachai Polite,Jets,2019,4,,"$4,265,902","$1,066,476","$1,122,472",,0.6%,,"$6,827,257","$1,706,815","$1,796,432"
Jonathan Greenard,Texans,2020,4,,"$4,475,554","$1,118,889","$893,980",,0.6%,,"$6,801,397","$1,700,350","$1,358,561"
John Simon,Patriots,2018,1,,"$1,000,000","$1,000,000",$0,,0.6%,,"$1,699,774","$1,699,774",$0
Brenton Cox Jr.,Packers,2026,1,,"$1,695,000","$1,695,000","$250,000",,0.6%,,"$1,695,000","$1,695,000","$250,000"
Josaiah Stewart,Rams,2025,4,,"$6,275,412","$1,568,853","$1,203,936",,0.6%,,"$6,769,893","$1,692,473","$1,298,802"
Yannick Ngakoue,Jaguars,2016,4,,"$3,480,587","$870,147","$856,176",,0.6%,,"$6,751,805","$1,687,952","$1,660,850"
Trevis Gipson,Titans,2023,1,,"$1,250,000","$1,250,000","$250,000",,0.6%,,"$1,674,822","$1,674,822","$334,964"
Corey Lemonier,Lions,2013,4,,"$2,733,520","$683,380","$543,520",,0.6%,,"$6,693,790","$1,673,448","$1,330,961"
Reggie Walker,Broncos,2015,1,,"$795,000","$795,000","$50,000",,0.6%,,"$1,671,231","$1,671,231","$105,109"
Ahmad Brooks,Bengals,2006,4,,"$2,255,750","$563,938","$640,750",,0.6%,,"$6,661,097","$1,665,276","$1,892,097"
Adisa Isaac,Ravens,2024,4,,"$5,648,034","$1,412,009","$927,660",,0.6%,,"$6,660,876","$1,665,220","$1,094,014"
Owamagbe Odighizuwa,Giants,2015,4,,"$3,160,500","$790,125","$740,500",,0.6%,,"$6,643,932","$1,660,983","$1,556,662"
Jalyx Hunt,Eagles,2024,4,,"$5,633,034","$1,408,259","$916,752",,0.6%,,"$6,643,187","$1,660,797","$1,081,150"
Jake Bequette,Patriots,2012,4,,"$2,654,800","$663,700","$539,800",,0.6%,,"$6,630,396","$1,657,599","$1,348,157"
George Johnson,Lions,2014,1,,"$730,000","$730,000",$0,,0.5%,,"$1,653,203","$1,653,203",$0
Jacob Martin,Colts,2023,1,,"$1,233,000","$1,233,000",$0,,0.5%,,"$1,652,044","$1,652,044",$0
Malik Reed,Dolphins,2023,1,,"$1,232,500","$1,232,500","$750,000",,0.5%,,"$1,651,375","$1,651,375","$1,004,893"
Jordan Willis,Raiders,2023,1,,"$1,232,500","$1,232,500","$76,250",,0.5%,,"$1,651,375","$1,651,375","$102,164"
Al-Quadin Muhammad,Colts,2023,1,,"$1,232,500","$1,232,500","$652,500",,0.5%,,"$1,651,375","$1,651,375","$874,257"
Takkarist McKinley,Cowboys,2023,1,,"$1,232,500","$1,232,500","$152,500",,0.5%,,"$1,651,375","$1,651,375","$204,328"
Olasunkanmi Adeniyi,Titans,2021,1,,"$1,000,000","$1,000,000","$200,000",,0.5%,,"$1,650,411","$1,650,411","$330,082"
Pernell McPhee,Ravens,2019,1,,"$1,030,000","$1,030,000","$100,000",,0.5%,,"$1,648,438","$1,648,438","$160,043"
Malik Harrison,Ravens,2020,4,,"$4,336,935","$1,084,234","$832,292",,0.5%,,"$6,590,741","$1,647,686","$1,264,815"
Joshua Kaindoh,Chiefs,2021,4,,"$3,979,344","$994,836","$499,344",,0.5%,,"$6,567,553","$1,641,888","$824,123"
Charles Johnson,Panthers,2007,4,,"$2,375,000","$593,750","$710,000",,0.5%,,"$6,562,844","$1,640,711","$1,961,945"
Sam Montgomery,Texans,2013,4,,"$2,676,016","$669,004","$506,016",,0.5%,,"$6,552,976","$1,638,244","$1,239,122"
Alex Highsmith,Steelers,2020,4,,"$4,306,810","$1,076,703","$832,292",,0.5%,,"$6,544,961","$1,636,241","$1,264,815"
Jarret Johnson,Ravens,2003,3,,"$1,222,000","$407,333","$312,000",,0.5%,,"$4,907,094","$1,635,697","$1,252,875"
Brandon Copeland,Falcons,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Nate Orchard,Titans,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Shilique Calhoun,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Nate Orchard,Commanders,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Taco Charlton,Steelers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Jordan Willis,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Ronald Blair,Jets,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Daeshon Hall,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Anthony Zettel,49ers,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Ryan Anderson,Giants,2021,1,,"$990,000","$990,000",$0,,0.5%,,"$1,633,907","$1,633,907",$0
Andre Branch,Cardinals,2019,1,,"$1,020,000","$1,020,000","$45,000",,0.5%,,"$1,632,434","$1,632,434","$72,019"
Jordan Willis,49ers,2017,4,,"$3,617,400","$904,350","$3,617,400",,0.5%,,"$6,524,317","$1,631,079","$6,524,317"
Jordan Willis,NYJ/CIN,2017,4,,"$3,617,400","$904,350","$904,400",,0.5%,,"$6,524,317","$1,631,079","$1,631,169"
Frank Kearse,Patriots,2016,1,,"$840,000","$840,000","$30,000",,0.5%,,"$1,629,471","$1,629,471","$58,195"
C.J. Wilson,Saints,2016,1,,"$840,000","$840,000","$20,000",,0.5%,,"$1,629,471","$1,629,471","$38,797"
Sam Acho,Bears,2016,1,,"$840,000","$840,000","$130,000",,0.5%,,"$1,629,471","$1,629,471","$252,180"
Quinton Bell,Dolphins,2025,1,,"$1,505,000","$1,505,000","$375,000",,0.5%,,"$1,623,589","$1,623,589","$404,549"
Ricky Jean-Francois,Patriots,2017,1,,"$900,000","$900,000",$0,,0.5%,,"$1,623,234","$1,623,234",$0
Julian Okwara,Eagles,2024,1,,"$1,375,000","$1,375,000","$575,000",,0.5%,,"$1,621,574","$1,621,574","$678,113"
Bruce Irvin,Seahawks,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
John Simon,Steelers,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Steven Means,Ravens,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Jeremiah Attaochu,Chargers,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Steven Means,Ravens,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Dawuane Smoot,Jaguars,2025,1,,"$1,500,000","$1,500,000","$1,500,000",,0.5%,,"$1,618,195","$1,618,195","$1,618,195"
Alex Okafor,Cardinals,2013,4,,"$2,634,428","$658,607","$474,428",,0.5%,,"$6,451,136","$1,612,784","$1,161,770"
Kareem Martin,Cardinals,2014,4,,"$2,843,560","$710,890","$567,560",,0.5%,,"$6,439,701","$1,609,925","$1,285,331"
Jordan Willis,49ers,2022,1,,"$1,110,000","$1,110,000",$0,,0.5%,,"$1,605,821","$1,605,821",$0
Frank Alexander,Panthers,2012,4,,"$2,570,252","$642,563","$470,252",,0.5%,,"$6,419,236","$1,604,809","$1,174,460"
