Player,Team,YearSigned,Years,,Value,APY,Guaranteed,,APY as % OfCap At Signing,,InflatedValue,InflatedAPY,InflatedGuaranteed
Rodney McLeod,Browns,2024,1,,"$1,377,500","$1,377,500","$767,500",,0.5%,,"$1,624,522","$1,624,522","$905,133"
Marcus Maye,LAC/MIA,2024,1,,"$1,377,500","$1,377,500","$567,500",,0.5%,,"$1,624,522","$1,624,522","$669,268"
John Johnson,Rams,2024,1,,"$1,377,500","$1,377,500","$750,000",,0.5%,,"$1,624,522","$1,624,522","$884,495"
Deon Bush,Chiefs,2024,1,,"$1,377,500","$1,377,500","$500,000",,0.5%,,"$1,624,522","$1,624,522","$589,663"
Jairus Byrd,Panthers,2017,1,,"$900,000","$900,000",$0,,0.5%,,"$1,623,234","$1,623,234",$0
Colt Anderson,Bills,2017,1,,"$900,000","$900,000",$0,,0.5%,,"$1,623,234","$1,623,234",$0
Tony Jefferson,Giants,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Anthony Harris,Broncos,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Logan Ryan,Buccaneers,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Chris Banjo,Cardinals,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Tashaun Gipson,49ers,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Jaquiski Tartt,Eagles,2022,1,,"$1,120,000","$1,120,000","$500,000",,0.5%,,"$1,620,288","$1,620,288","$723,343"
Michael Thomas,Bengals,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Logan Ryan,Buccaneers,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Landon Collins,Giants,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Michael Thomas,Bengals,2022,1,,"$1,120,000","$1,120,000",$0,,0.5%,,"$1,620,288","$1,620,288",$0
Richie Grant,49ers,2025,1,,"$1,500,000","$1,500,000","$345,000",,0.5%,,"$1,618,195","$1,618,195","$372,185"
Daniel Thomas,Lions,2025,1,,"$1,500,000","$1,500,000","$75,000",,0.5%,,"$1,618,195","$1,618,195","$80,910"
Coby Bryant,Seahawks,2022,4,,"$4,467,808","$1,116,952","$807,808",,0.5%,,"$6,463,515","$1,615,879","$1,168,644"
Eric Smith,Jets,2006,4,,"$2,187,500","$546,875","$572,500",,0.5%,,"$6,459,559","$1,614,890","$1,690,559"
Duke Williams,Bills,2013,4,,"$2,630,252","$657,563","$470,252",,0.5%,,"$6,440,910","$1,610,227","$1,151,544"
Percy Butler,Commanders,2022,4,,"$4,449,020","$1,112,255","$789,020",,0.5%,,"$6,436,334","$1,609,084","$1,141,464"
Dane Belton,Giants,2022,4,,"$4,444,492","$1,111,123","$784,492",,0.5%,,"$6,429,784","$1,607,446","$1,134,913"
Matthias Farley,Raiders,2022,1,,"$1,110,000","$1,110,000",$0,,0.5%,,"$1,605,821","$1,605,821",$0
Kentrell Brice,Buccaneers,2019,1,,"$1,000,000","$1,000,000","$100,000",,0.5%,,"$1,600,425","$1,600,425","$160,043"
Brynden Trawick,Raiders,2016,1,,"$825,000","$825,000","$50,000",,0.5%,,"$1,600,374","$1,600,374","$96,992"
Shamarko Thomas,Steelers,2013,4,,"$2,613,152","$653,287","$453,152",,0.5%,,"$6,399,036","$1,599,756","$1,109,670"
Tavon Wilson,Colts,2020,1,,"$1,050,000","$1,050,000",$0,,0.5%,,"$1,595,661","$1,595,661",$0
Tashaun Gipson,Bears,2020,1,,"$1,050,000","$1,050,000","$550,000",,0.5%,,"$1,595,661","$1,595,661","$835,822"
Kavon Frazier,Dolphins,2020,1,,"$1,047,500","$1,047,500","$137,500",,0.5%,,"$1,591,862","$1,591,862","$208,956"
Michael Thomas,Texans,2020,1,,"$1,047,500","$1,047,500","$137,500",,0.5%,,"$1,591,862","$1,591,862","$208,956"
DeShon Elliott,Lions,2022,1,,"$1,100,000","$1,100,000","$135,000",,0.5%,,"$1,591,354","$1,591,354","$195,303"
Phillip Thomas,Commanders,2013,4,,"$2,585,204","$646,301","$425,204",,0.5%,,"$6,330,597","$1,582,649","$1,041,231"
Da'Norris Searcy,Bills,2011,4,,"$2,524,424","$631,106","$484,424",,0.5%,,"$6,316,565","$1,579,141","$1,212,116"
Isa Abdul-Quddus,Lions,2014,1,,"$695,000","$695,000","$50,000",,0.5%,,"$1,573,940","$1,573,940","$113,233"
Tommie Campbell,Jaguars,2014,2,,"$1,390,000","$695,000",$0,,0.5%,,"$3,147,880","$1,573,940",$0
Chris Prosinski,Eagles,2014,2,,"$1,390,000","$695,000",$0,,0.5%,,"$3,147,880","$1,573,940",$0
Caden Sterns,DEN/CAR,2021,4,,"$3,810,584","$952,646","$330,584",,0.5%,,"$6,289,030","$1,572,257","$545,599"
Josh Jones,Seahawks,2022,1,,"$1,085,000","$1,085,000","$50,000",,0.5%,,"$1,569,654","$1,569,654","$72,334"
Chris Prosinski,Bears,2015,1,,"$745,000","$745,000",$0,,0.5%,,"$1,566,122","$1,566,122",$0
Shiloh Keo,Bengals,2015,1,,"$745,000","$745,000",$0,,0.5%,,"$1,566,122","$1,566,122",$0
Charles Godfrey,Falcons,2015,1,,"$745,000","$745,000",$0,,0.5%,,"$1,566,122","$1,566,122",$0
Anthony Walters,Cardinals,2015,1,,"$745,000","$745,000",$0,,0.5%,,"$1,566,122","$1,566,122",$0
Chris Clemons,Cardinals,2015,1,,"$745,000","$745,000",$0,,0.5%,,"$1,566,122","$1,566,122",$0
Darrick Forrest,Commanders,2021,4,,"$3,791,076","$947,769","$311,076",,0.5%,,"$6,256,833","$1,564,208","$513,403"
Jamar Johnson,Broncos,2021,4,,"$3,790,224","$947,556","$310,224",,0.5%,,"$6,255,427","$1,563,857","$511,997"
Shawn Davis,Colts,2021,4,,"$3,787,336","$946,834","$307,336",,0.5%,,"$6,250,661","$1,562,665","$507,231"
Daryl Worley,Ravens,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Matthias Farley,Panthers,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Duron Harmon,Bears,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
DeAndre Houston-Carson,Texans,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Duron Harmon,Browns,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
DeAndre Houston-Carson,Ravens,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Logan Ryan,49ers,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Adrian Amos,Texans,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Deon Bush,Chiefs,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Will Parks,Jets,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
DeAndre Houston-Carson,Texans,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Michael Thomas,Bengals,2023,1,,"$1,165,000","$1,165,000",$0,,0.5%,,"$1,560,934","$1,560,934",$0
Quinton Carter,Broncos,2011,4,,"$2,495,000","$623,750","$455,000",,0.5%,,"$6,242,941","$1,560,735","$1,138,492"
Ryan Clark,Commanders,2004,2,,"$835,000","$417,500",$0,,0.5%,,"$3,121,069","$1,560,535",$0
Richard LeCounte,Browns,2021,4,,"$3,776,584","$944,146","$296,584",,0.5%,,"$6,232,916","$1,558,229","$489,485"
Johnathan Abram,Saints,2023,1,,"$1,162,500","$1,162,500",$0,,0.5%,,"$1,557,585","$1,557,585",$0
Morgan Burnett,Packers,2010,4,,"$2,665,100","$666,275","$875,100",,0.5%,,"$6,222,699","$1,555,675","$2,043,257"
Ron Parker,Chiefs,2018,1,,"$915,000","$915,000",$0,,0.5%,,"$1,555,293","$1,555,293",$0
Mike Mitchell,Colts,2018,1,,"$915,000","$915,000",$0,,0.5%,,"$1,555,293","$1,555,293",$0
Ron Parker,Falcons,2018,1,,"$915,000","$915,000",$0,,0.5%,,"$1,555,293","$1,555,293",$0
Kendrick Lewis,Titans,2018,1,,"$915,000","$915,000",$0,,0.5%,,"$1,555,293","$1,555,293",$0
Don Carey,Lions,2018,1,,"$915,000","$915,000",$0,,0.5%,,"$1,555,293","$1,555,293",$0
Antonio Allen,Texans,2016,1,,"$800,000","$800,000","$80,000",,0.5%,,"$1,551,877","$1,551,877","$155,188"
Marcus Epps,Eagles,2026,1,,"$1,550,000","$1,550,000","$125,000",,0.5%,,"$1,550,000","$1,550,000","$125,000"
Jason Pinnock,NYJ/NYG,2021,4,,"$3,750,448","$937,612","$270,448",,0.5%,,"$6,189,780","$1,547,445","$446,350"
Jonathon Amaya,Cardinals,2013,1,,"$630,000","$630,000",$0,,0.5%,,"$1,542,732","$1,542,732",$0
Andrew Sendejo,Vikings,2013,1,,"$630,000","$630,000",$0,,0.5%,,"$1,542,732","$1,542,732",$0
Darcel McBath,49ers,2013,1,,"$630,000","$630,000",$0,,0.5%,,"$1,542,732","$1,542,732",$0
Rafael Bush,Saints,2017,1,,"$855,000","$855,000","$180,000",,0.5%,,"$1,542,072","$1,542,072","$324,647"
Robert Blanton,Cowboys,2017,1,,"$855,000","$855,000","$80,000",,0.5%,,"$1,542,072","$1,542,072","$144,287"
Chris Prosinski,Bears,2017,1,,"$855,000","$855,000","$80,000",,0.5%,,"$1,542,072","$1,542,072","$144,287"
Chamarri Conner,Chiefs,2023,4,,"$4,591,364","$1,147,841","$751,364",,0.5%,,"$6,151,774","$1,537,944","$1,006,721"
Talanoa Hufanga,49ers,2021,4,,"$3,720,152","$930,038","$240,152",,0.5%,,"$6,139,780","$1,534,945","$396,349"
Andrew Adams,Buccaneers,2020,1,,"$1,010,000","$1,010,000","$100,000",,0.5%,,"$1,534,874","$1,534,874","$151,968"
Chuck Clark,Steelers,2025,1,,"$1,422,500","$1,422,500",$0,,0.5%,,"$1,534,588","$1,534,588",$0
Damontae Kazee,Browns,2025,1,,"$1,422,500","$1,422,500","$1,000,000",,0.5%,,"$1,534,588","$1,534,588","$1,078,797"
Rayshawn Jenkins,Browns,2025,1,,"$1,422,500","$1,422,500","$1,167,500",,0.5%,,"$1,534,588","$1,534,588","$1,259,495"
Quandre Diggs,Titans,2025,1,,"$1,422,500","$1,422,500","$50,000",,0.5%,,"$1,534,588","$1,534,588","$53,940"
Chuck Clark,Steelers,2025,1,,"$1,422,500","$1,422,500",$0,,0.5%,,"$1,534,588","$1,534,588",$0
Reggie Robinson,DAL/CLE,2020,4,,"$4,024,268","$1,006,067","$729,268",,0.5%,,"$6,115,588","$1,528,897","$1,108,252"
Nick Scott,Panthers,2024,1,,"$1,292,500","$1,292,500","$737,500",,0.5%,,"$1,524,280","$1,524,280","$869,753"
Bobby Price,Cardinals,2024,1,,"$1,292,500","$1,292,500","$25,000",,0.5%,,"$1,524,280","$1,524,280","$29,483"
Jamal Adams,Titans,2024,1,,"$1,292,500","$1,292,500","$1,152,500",,0.5%,,"$1,524,280","$1,524,280","$1,359,174"
Will Harris,Saints,2024,1,,"$1,292,500","$1,292,500","$491,500",,0.5%,,"$1,524,280","$1,524,280","$579,639"
Ronnie Harrison,Colts,2024,1,,"$1,292,500","$1,292,500","$167,500",,0.5%,,"$1,524,280","$1,524,280","$197,537"
Jaylinn Hawkins,Patriots,2024,1,,"$1,292,500","$1,292,500","$417,500",,0.5%,,"$1,524,280","$1,524,280","$492,369"
Johnathan Abram,Saints,2024,1,,"$1,292,500","$1,292,500","$80,000",,0.5%,,"$1,524,280","$1,524,280","$94,346"
K'Von Wallace,ARI/TEN/PHI,2020,4,,"$4,001,112","$1,000,278","$706,112",,0.5%,,"$6,080,398","$1,520,100","$1,073,062"
Mo Alexander,Rams,2014,4,,"$2,684,260","$671,065","$464,260",,0.5%,,"$6,078,941","$1,519,735","$1,051,392"
DeAndre Houston-Carson,Bears,2020,1,,"$1,000,000","$1,000,000","$90,000",,0.5%,,"$1,519,677","$1,519,677","$136,771"
Jordan Lucas,Bears,2020,1,,"$1,000,000","$1,000,000","$340,000",,0.5%,,"$1,519,677","$1,519,677","$516,690"
Joshuah Bledsoe,Patriots,2021,4,,"$3,680,348","$920,087","$200,348",,0.5%,,"$6,074,087","$1,518,522","$330,657"
Natrell Jamerson,Saints,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,518,378","$1,518,378",$0
Malik Hooker,Cowboys,2021,1,,"$920,000","$920,000","$490,000",,0.5%,,"$1,518,378","$1,518,378","$808,701"
Joshua Kalu,Giants,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,518,378","$1,518,378",$0
Trey Marshall,LAC/DEN,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,518,378","$1,518,378",$0
Sean Chandler,Panthers,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,518,378","$1,518,378",$0
Will Redmond,Packers,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,518,378","$1,518,378",$0
Tarvarius Moore,Packers,2023,1,,"$1,130,000","$1,130,000","$50,000",,0.5%,,"$1,514,039","$1,514,039","$66,993"
Stevie Brown,Giants,2012,1,,"$605,000","$605,000","$30,000",,0.5%,,"$1,510,995","$1,510,995","$74,925"
Keith McGill,Raiders,2014,4,,"$2,665,200","$666,300","$445,200",,0.5%,,"$6,035,776","$1,508,944","$1,008,227"
Kelcie McCray,Seahawks,2015,2,,"$1,435,000","$717,500","$75,000",,0.5%,,"$3,016,625","$1,508,312","$157,663"
Ron Parker,KC/SEA,2013,2,,"$1,230,600","$615,300","$30,600",,0.5%,,"$3,013,469","$1,506,735","$74,933"
Jaylinn Hawkins,Falcons,2020,4,,"$3,961,912","$990,478","$666,912",,0.5%,,"$6,020,827","$1,505,207","$1,013,491"
Jay Ward,Vikings,2023,4,,"$4,493,544","$1,123,386","$653,544",,0.5%,,"$6,020,709","$1,505,177","$875,656"
Damar Hamlin,Bills,2021,4,,"$3,640,476","$910,119","$160,476",,0.5%,,"$6,008,281","$1,502,070","$264,851"
Quintin Demps,Texans,2011,1,,"$600,000","$600,000",$0,,0.5%,,"$1,501,308","$1,501,308",$0
Tony Jefferson,Chargers,2026,1,,"$1,500,000","$1,500,000","$1,400,000",,0.5%,,"$1,500,000","$1,500,000","$1,400,000"
Tycen Anderson,Broncos,2026,1,,"$1,500,000","$1,500,000","$650,000",,0.5%,,"$1,500,000","$1,500,000","$650,000"
Daniel Thomas,Browns,2026,2,,"$3,000,000","$1,500,000","$1,085,000",,0.5%,,"$3,000,000","$1,500,000","$1,085,000"
Jerron McMillian,Packers,2012,4,,"$2,400,584","$600,146","$300,584",,0.5%,,"$5,995,488","$1,498,872","$750,712"
Matt Johnson,Cowboys,2012,4,,"$2,400,584","$600,146","$300,584",,0.5%,,"$5,995,488","$1,498,872","$750,712"
Christian Thompson,Ravens,2012,4,,"$2,400,584","$600,146","$300,584",,0.5%,,"$5,995,488","$1,498,872","$750,712"
Brady Breeze,TEN/DET,2021,4,,"$3,631,168","$907,792","$151,168",,0.5%,,"$5,992,919","$1,498,230","$249,489"
Quenton Meeks,Titans,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Brandon Rusnak,Jaguars,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Maurice Smith,Titans,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Montrel Meander,Browns,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Kai Nacua,Jets,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Jeremy Reaves,Commanders,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,995,496","$1,497,748",$0
Marqueston Huff,TEN/JAX,2014,4,,"$2,645,204","$661,301","$425,204",,0.5%,,"$5,990,492","$1,497,623","$962,943"
Juston Burris,Panthers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Will Parks,Jets,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Karl Joseph,Steelers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Adrian Colbert,Titans,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Sean Chandler,Panthers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Matthias Farley,Raiders,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Justin Evans,Saints,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Jarrod Wilson,Giants,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Andrew Adams,Titans,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Dean Marlowe,ATL/BUF,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Andrew Adams,Giants,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Will Parks,Jets,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
T.J. Green,Texans,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Ryan Neal,Seahawks,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Kavon Frazier,Raiders,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Duke Dawson,Panthers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,497,320","$1,497,320",$0
Jaylen Watkins,Chargers,2018,1,,"$880,000","$880,000","$60,000",,0.5%,,"$1,495,801","$1,495,801","$101,986"
Mo Alexander,Seahawks,2018,1,,"$880,000","$880,000","$50,000",,0.5%,,"$1,495,801","$1,495,801","$84,989"
George Iloka,Vikings,2018,1,,"$880,000","$880,000","$90,000",,0.5%,,"$1,495,801","$1,495,801","$152,980"
Nat Berhe,Steelers,2018,1,,"$880,000","$880,000","$90,000",,0.5%,,"$1,495,801","$1,495,801","$152,980"
Thomas DeCoud,Falcons,2008,4,,"$2,302,980","$575,745","$597,980",,0.5%,,"$5,979,807","$1,494,952","$1,552,686"
Winston Guy,Colts,2015,2,,"$1,420,000","$710,000",$0,,0.5%,,"$2,985,092","$1,492,546",$0
Tracy Walker,Lions,2018,4,,"$3,511,988","$877,997","$881,988",,0.5%,,"$5,969,587","$1,492,397","$1,499,181"
Will Harris,Lions,2019,4,,"$3,723,894","$930,974","$952,244",,0.5%,,"$5,959,813","$1,489,954","$1,523,995"
JaCoby Stevens,Eagles,2021,4,,"$3,610,704","$902,676","$130,704",,0.5%,,"$5,959,145","$1,489,786","$215,715"
Israel Mukuamu,Cowboys,2021,4,,"$3,610,704","$902,676","$130,704",,0.5%,,"$5,959,145","$1,489,786","$215,715"
Tony Jefferson,Chargers,2025,1,,"$1,380,000","$1,380,000","$25,000",,0.5%,,"$1,488,739","$1,488,739","$26,970"
Kurt Coleman,Bills,2019,1,,"$930,000","$930,000",$0,,0.5%,,"$1,488,395","$1,488,395",$0
Marcus Gilchrist,DET/JAX,2019,1,,"$930,000","$930,000",$0,,0.5%,,"$1,488,395","$1,488,395",$0
Darian Stewart,Buccaneers,2019,1,,"$930,000","$930,000",$0,,0.5%,,"$1,488,395","$1,488,395",$0
Lonnie Johnson Jr.,Dolphins,2026,1,,"$1,487,500","$1,487,500","$187,500",,0.5%,,"$1,487,500","$1,487,500","$187,500"
Darnell Savage Jr.,Steelers,2026,1,,"$1,487,500","$1,487,500","$187,500",,0.5%,,"$1,487,500","$1,487,500","$187,500"
J.T. Gray,Eagles,2026,1,,"$1,487,500","$1,487,500","$350,000",,0.5%,,"$1,487,500","$1,487,500","$350,000"
Chuck Clark,Lions,2026,1,,"$1,487,500","$1,487,500","$50,000",,0.5%,,"$1,487,500","$1,487,500","$50,000"
Eddie Pleasant,Patriots,2018,1,,"$875,000","$875,000",$0,,0.5%,,"$1,487,302","$1,487,302",$0
James Sample,Jaguars,2015,4,,"$2,828,580","$707,145","$548,580",,0.5%,,"$5,946,177","$1,486,544","$1,153,213"
Tre Boston,Panthers,2014,4,,"$2,625,468","$656,367","$405,468",,0.5%,,"$5,945,797","$1,486,449","$918,248"
Troy Apke,Commanders,2023,1,,"$1,105,000","$1,105,000","$25,000",,0.5%,,"$1,480,543","$1,480,543","$33,496"
Clayton Geathers,Colts,2015,4,,"$2,813,928","$703,482","$533,928",,0.5%,,"$5,915,376","$1,478,844","$1,122,411"
Brock Vereen,Bears,2014,4,,"$2,611,500","$652,875","$391,500",,0.5%,,"$5,914,164","$1,478,541","$886,615"
D'Anthony Bell,Seahawks,2025,1,,"$1,370,000","$1,370,000","$225,000",,0.5%,,"$1,477,951","$1,477,951","$242,729"
Mark Webb,Chargers,2021,4,,"$3,580,088","$895,022","$100,088",,0.5%,,"$5,908,616","$1,477,154","$165,186"
James Wiggins,Cardinals,2021,4,,"$3,578,296","$894,574","$98,296",,0.5%,,"$5,905,659","$1,476,415","$162,229"
Tre Norwood,Steelers,2021,4,,"$3,574,440","$893,610","$94,440",,0.5%,,"$5,899,295","$1,474,824","$155,865"
Shiloh Keo,DEN/NO,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Sergio Brown,Bills,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Jeron Johnson,Seahawks,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Stevie Brown,Chiefs,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Sergio Brown,Falcons,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Major Wright,Buccaneers,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Stevie Brown,Panthers,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,474,284","$1,474,284",$0
Andrew Adams,Lions,2019,1,,"$920,000","$920,000","$100,000",,0.5%,,"$1,472,391","$1,472,391","$160,043"
John Johnson,Rams,2017,4,,"$3,259,490","$814,873","$757,752",,0.5%,,"$5,878,793","$1,469,699","$1,366,676"
Justin Simmons,Broncos,2016,4,,"$3,027,420","$756,855","$645,420",,0.5%,,"$5,872,731","$1,468,183","$1,252,016"
Ibraheim Campbell,Browns,2015,4,,"$2,792,008","$698,002","$512,008",,0.5%,,"$5,869,297","$1,467,324","$1,076,332"
Rashaan Gaulden,Panthers,2018,4,,"$3,449,906","$862,477","$847,656",,0.5%,,"$5,864,061","$1,466,016","$1,440,824"
Jonathon Amaya,Chiefs,2014,1,,"$645,000","$645,000",$0,,0.5%,,"$1,460,707","$1,460,707",$0
Josh Shaw,Bengals,2015,4,,"$2,773,724","$693,431","$493,724",,0.5%,,"$5,830,860","$1,457,715","$1,037,896"
Earl Wolff,Eagles,2013,4,,"$2,372,000","$593,000","$212,000",,0.5%,,"$5,808,507","$1,452,127","$519,141"
Duke Dawson,Steelers,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Joshua Kalu,Commanders,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
John Johnson,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Dane Cruikshank,Jets,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Ronnie Harrison,Colts,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Dean Marlowe,Chargers,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Deionte Thompson,Jaguars,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Sean Chandler,Cardinals,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Ronnie Harrison,Colts,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Adrian Colbert,Bears,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,447,046","$1,447,046",$0
Delano Hill,Seahawks,2017,4,,"$3,206,726","$801,682","$727,476",,0.5%,,"$5,783,628","$1,445,908","$1,312,070"
Delarrin Turner-Yell,Broncos,2022,4,,"$3,993,048","$998,262","$333,048",,0.5%,,"$5,776,686","$1,444,172","$481,816"
Sharrod Neasman,Falcons,2020,1,,"$950,000","$950,000","$40,000",,0.5%,,"$1,443,693","$1,443,693","$60,787"
Jonathan Meeks,Bills,2013,4,,"$2,358,000","$589,500","$198,000",,0.5%,,"$5,774,224","$1,443,556","$484,859"
Robert Blanton,Vikings,2012,4,,"$2,311,052","$577,763","$211,052",,0.5%,,"$5,771,881","$1,442,970","$527,105"
Sam Franklin,Broncos,2025,1,,"$1,337,500","$1,337,500","$1,337,500",,0.5%,,"$1,442,890","$1,442,890","$1,442,890"
Mike Edwards,Chiefs,2025,1,,"$1,337,500","$1,337,500","$500,000",,0.5%,,"$1,442,890","$1,442,890","$539,398"
Nick Scott,Panthers,2025,1,,"$1,337,500","$1,337,500",$0,,0.5%,,"$1,442,890","$1,442,890",$0
Demetrius Flannigan-Fowles,Giants,2025,1,,"$1,337,500","$1,337,500","$442,500",,0.5%,,"$1,442,890","$1,442,890","$477,367"
Darrick Forrest,Bills,2025,1,,"$1,337,500","$1,337,500","$167,500",,0.5%,,"$1,442,890","$1,442,890","$180,698"
Tom Zbikowski,Ravens,2008,3,,"$1,666,000","$555,333","$516,000",,0.5%,,"$4,325,855","$1,441,951","$1,339,821"
Tyvon Branch,Raiders,2008,4,,"$2,220,825","$555,206","$515,825",,0.5%,,"$5,766,487","$1,441,621","$1,339,366"
Jordan Fuller,Falcons,2025,1,,"$1,335,000","$1,335,000","$80,000",,0.5%,,"$1,440,193","$1,440,193","$86,304"
Trenton Robinson,Commanders,2015,1,,"$685,000","$685,000",$0,,0.5%,,"$1,439,992","$1,439,992",$0
Ronnie Harrison,JAX/CLE,2018,4,,"$3,388,032","$847,008","$803,032",,0.5%,,"$5,758,890","$1,439,722","$1,364,973"
Eric Murray,KC/CLE,2016,4,,"$2,967,304","$741,826","$599,804",,0.5%,,"$5,756,115","$1,439,029","$1,163,528"
Cooper Taylor,Giants,2013,4,,"$2,347,252","$586,813","$187,252",,0.5%,,"$5,747,905","$1,436,976","$458,539"
Dashon Goldson,49ers,2007,4,,"$2,077,878","$519,470","$412,878",,0.5%,,"$5,741,806","$1,435,453","$1,140,907"
Dadrion Taylor-Demerson,Cardinals,2024,4,,"$4,866,844","$1,216,711","$846,844",,0.5%,,"$5,739,598","$1,434,900","$998,706"
